ID;Starts;End;Transportation Expense;Distance to Work;Age;Daily Work Load Average;Body Mass Index;Children;Pets;Number of days;;;;
5;16.01.2017;24.01.2017;235;20;43;330,06;38;1;0;9;;;;
36;16.01.2017;20.01.2017;118;13;50;330,06;31;1;0;5;;;;
3;25.01.2017;26.01.2017;179;51;38;330,06;31;0;0;2;;;;
3;27.01.2017;28.01.2017;179;51;38;330,06;31;0;0;2;;;;
28;01.02.2017;02.02.2017;225;26;28;251,82;24;1;2;2;;;;
3;01.02.2017;04.02.2017;179;51;38;251,82;31;0;0;4;;;;
11;03.02.2017;06.02.2017;289;36;33;251,82;30;2;1;4;;;;
34;07.02.2017;09.02.2017;118;10;37;251,82;28;0;0;3;;;;
20;10.02.2017;13.02.2017;260;50;36;251,82;23;4;0;4;;;;
6;13.02.2017;21.02.2017;189;29;33;251,82;25;2;2;9;;;;
3;13.02.2017;15.02.2017;179;51;38;251,82;31;0;0;3;;;;
3;13.02.2017;16.02.2017;179;51;38;251,82;31;0;0;4;;;;
3;15.02.2017;18.02.2017;179;51;38;251,82;31;0;0;4;;;;
3;16.02.2017;24.02.2017;179;51;38;251,82;31;0;0;9;;;;
24;16.02.2017;24.02.2017;246;25;41;251,82;23;0;0;9;;;;
3;17.02.2017;20.02.2017;179;51;38;251,82;31;0;0;4;;;;
3;17.02.2017;20.02.2017;179;51;38;251,82;31;0;0;4;;;;
24;21.02.2017;23.02.2017;246;25;41;251,82;23;0;0;3;;;;
15;21.02.2017;23.02.2017;291;31;40;251,82;25;1;1;3;;;;
30;22.02.2017;10.03.2017;157;27;29;251,82;22;0;0;17;;;;
3;22.02.2017;25.02.2017;179;51;38;251,82;31;0;0;4;;;;
3;22.02.2017;25.02.2017;179;51;38;251,82;31;0;0;4;;;;
24;24.02.2017;20.03.2017;246;25;41;251,82;23;0;0;25;;;;
3;24.02.2017;27.02.2017;179;51;38;251,82;31;0;0;4;;;;
3;24.02.2017;27.02.2017;179;51;38;251,82;31;0;0;4;;;;
34;07.03.2017;15.03.2017;118;10;37;244,39;28;0;0;9;;;;
24;08.03.2017;24.03.2017;246;25;41;244,39;23;0;0;17;;;;
24;10.03.2017;12.03.2017;246;25;41;244,39;23;0;0;3;;;;
20;10.03.2017;14.03.2017;260;50;36;244,39;23;4;0;5;;;;
1;13.03.2017;21.03.2017;235;11;37;244,39;29;1;1;9;;;;
3;13.03.2017;15.03.2017;179;51;38;244,39;31;0;0;3;;;;
17;14.03.2017;22.03.2017;179;22;40;244,39;22;2;0;9;;;;
23;14.03.2017;22.03.2017;378;49;36;244,39;21;2;4;9;;;;
3;20.03.2017;05.04.2017;179;51;38;244,39;31;0;0;17;;;;
13;22.03.2017;22.03.2017;369;17;31;244,39;25;3;0;1;;;;
10;22.03.2017;30.03.2017;361;52;28;244,39;27;1;4;9;;;;
1;23.03.2017;31.03.2017;235;11;37;244,39;29;1;1;9;;;;
36;24.03.2017;26.03.2017;118;13;50;244,39;31;1;0;3;;;;
20;27.03.2017;04.04.2017;260;50;36;244,39;23;4;0;9;;;;
36;28.03.2017;31.03.2017;118;13;50;244,39;31;1;0;4;;;;
24;28.03.2017;30.03.2017;246;25;41;244,39;23;0;0;3;;;;
36;29.03.2017;06.04.2017;118;13;50;244,39;31;1;0;9;;;;
1;30.03.2017;30.03.2017;235;11;37;244,39;29;1;1;1;;;;
24;30.03.2017;30.03.2017;246;25;41;244,39;23;0;0;1;;;;
36;30.03.2017;30.03.2017;118;13;50;244,39;31;1;0;1;;;;
11;31.03.2017;08.04.2017;289;36;33;244,39;30;2;1;9;;;;
3;31.03.2017;08.04.2017;179;51;38;244,39;31;0;0;9;;;;
3;05.04.2017;09.04.2017;179;51;38;239,41;31;0;0;5;;;;
18;07.04.2017;11.04.2017;330;16;28;239,41;25;0;0;5;;;;
20;07.04.2017;10.04.2017;260;50;36;239,41;23;4;0;4;;;;
13;10.04.2017;14.04.2017;369;17;31;239,41;25;3;0;5;;;;
33;10.04.2017;14.04.2017;248;25;47;239,41;32;2;1;5;;;;
18;12.04.2017;20.04.2017;330;16;28;239,41;25;0;0;9;;;;
3;12.04.2017;20.04.2017;179;51;38;239,41;31;0;0;9;;;;
36;17.04.2017;18.04.2017;118;13;50;239,41;31;1;0;2;;;;
36;19.04.2017;17.08.2017;118;13;50;239,41;31;1;0;121;;;;
3;24.04.2017;28.04.2017;179;51;38;239,41;31;0;0;5;;;;
34;26.04.2017;28.04.2017;118;10;37;239,41;28;0;0;3;;;;
26;28.04.2017;06.05.2017;300;26;43;239,41;25;2;1;9;;;;
20;28.04.2017;02.05.2017;260;50;36;239,41;23;4;0;5;;;;
5;01.05.2017;17.05.2017;235;20;43;246,07;38;1;0;17;;;;
33;03.05.2017;05.05.2017;248;25;47;246,07;32;2;1;3;;;;
13;08.05.2017;16.05.2017;369;17;31;246,07;25;3;0;9;;;;
22;10.05.2017;13.05.2017;179;26;30;246,07;19;0;0;4;;;;
3;10.05.2017;14.05.2017;179;51;38;246,07;31;0;0;5;;;;
10;11.05.2017;12.05.2017;361;52;28;246,07;27;1;4;2;;;;
20;12.05.2017;15.05.2017;260;50;36;246,07;23;4;0;4;;;;
17;15.05.2017;18.05.2017;179;22;40;246,07;22;2;0;4;;;;
17;15.05.2017;17.05.2017;179;22;40;246,07;22;2;0;3;;;;
9;17.05.2017;25.05.2017;228;14;58;246,07;22;2;1;9;;;;
28;17.05.2017;20.05.2017;225;26;28;246,07;24;1;2;4;;;;
18;19.05.2017;27.05.2017;330;16;28;246,07;25;0;0;9;;;;
22;22.05.2017;24.05.2017;179;26;30;246,07;19;0;0;3;;;;
34;22.05.2017;23.05.2017;118;10;37;246,07;28;0;0;2;;;;
1;29.05.2017;06.06.2017;235;11;37;246,07;29;1;1;9;;;;
22;31.05.2017;03.06.2017;179;26;30;246,07;19;0;0;4;;;;
34;05.06.2017;08.06.2017;118;10;37;253,96;28;0;0;4;;;;
3;05.06.2017;08.06.2017;179;51;38;253,96;31;0;0;4;;;;
34;06.06.2017;08.06.2017;118;10;37;253,96;28;0;0;3;;;;
28;08.06.2017;12.06.2017;225;26;28;253,96;24;1;2;5;;;;
3;09.06.2017;09.06.2017;179;51;38;253,96;31;0;0;1;;;;
20;09.06.2017;13.06.2017;260;50;36;253,96;23;4;0;5;;;;
15;12.06.2017;22.07.2017;291;31;40;253,96;25;1;1;41;;;;
3;12.06.2017;06.07.2017;179;51;38;253,96;31;0;0;25;;;;
24;13.06.2017;16.06.2017;246;25;41;253,96;23;0;0;4;;;;
3;19.06.2017;23.06.2017;179;51;38;253,96;31;0;0;5;;;;
5;20.06.2017;28.06.2017;235;20;43;253,96;38;1;0;9;;;;
3;26.06.2017;28.06.2017;179;51;38;253,96;31;0;0;3;;;;
18;27.06.2017;28.06.2017;330;16;28;253,96;25;0;0;2;;;;
1;27.06.2017;05.07.2017;235;11;37;253,96;29;1;1;9;;;;
3;28.06.2017;06.07.2017;179;51;38;253,96;31;0;0;9;;;;
22;28.06.2017;30.06.2017;179;26;30;253,96;19;0;0;3;;;;
28;28.06.2017;30.06.2017;225;26;28;253,96;24;1;2;3;;;;
36;28.06.2017;30.06.2017;118;13;50;253,96;31;1;0;3;;;;
24;30.06.2017;02.07.2017;246;25;41;253,96;23;0;0;3;;;;
22;06.07.2017;08.07.2017;179;26;30;230,29;19;0;0;3;;;;
28;06.07.2017;10.07.2017;225;26;28;230,29;24;1;2;5;;;;
20;07.07.2017;15.07.2017;260;50;36;230,29;23;4;0;9;;;;
21;10.07.2017;18.07.2017;268;11;33;230,29;25;0;0;9;;;;
18;14.07.2017;22.07.2017;330;16;28;230,29;25;0;0;9;;;;
34;14.07.2017;22.07.2017;118;10;37;230,29;28;0;0;9;;;;
20;17.07.2017;21.07.2017;260;50;36;230,29;23;4;0;5;;;;
34;18.07.2017;26.07.2017;118;10;37;230,29;28;0;0;9;;;;
26;24.07.2017;01.08.2017;300;26;43;230,29;25;2;1;9;;;;
11;24.07.2017;01.08.2017;289;36;33;230,29;30;2;1;9;;;;
2;24.07.2017;25.07.2017;235;29;48;230,29;33;1;5;2;;;;
5;24.07.2017;01.08.2017;235;20;43;230,29;38;1;0;9;;;;
28;25.07.2017;14.11.2017;225;26;28;230,29;24;1;2;113;;;;
24;25.07.2017;27.07.2017;246;25;41;230,29;23;0;0;3;;;;
3;25.07.2017;26.07.2017;179;51;38;230,29;31;0;0;2;;;;
24;25.07.2017;27.07.2017;246;25;41;230,29;23;0;0;3;;;;
7;27.07.2017;29.07.2017;279;5;39;230,29;24;2;0;3;;;;
15;27.07.2017;28.07.2017;291;31;40;230,29;25;1;1;2;;;;
10;28.07.2017;05.08.2017;361;52;28;230,29;27;1;4;9;;;;
36;28.07.2017;29.07.2017;118;13;50;230,29;31;1;0;2;;;;
3;03.08.2017;07.08.2017;179;51;38;249,80;31;0;0;5;;;;
17;07.08.2017;08.08.2017;179;22;40;249,80;22;2;0;2;;;;
11;08.08.2017;16.08.2017;289;36;33;249,80;30;2;1;9;;;;
5;08.08.2017;16.08.2017;235;20;43;249,80;38;1;0;9;;;;
24;08.08.2017;12.08.2017;246;25;41;249,80;23;0;0;5;;;;
34;08.08.2017;12.08.2017;118;10;37;249,80;28;0;0;5;;;;
15;10.08.2017;14.08.2017;291;31;40;249,80;25;1;1;5;;;;
3;14.08.2017;18.08.2017;179;51;38;249,80;31;0;0;5;;;;
17;15.08.2017;23.08.2017;179;22;40;249,80;22;2;0;9;;;;
18;17.08.2017;02.09.2017;330;16;28;249,80;25;0;0;17;;;;
1;22.08.2017;26.08.2017;235;11;37;249,80;29;1;1;5;;;;
24;22.08.2017;23.08.2017;246;25;41;249,80;23;0;0;2;;;;
34;22.08.2017;27.08.2017;118;10;37;249,80;28;0;0;6;;;;
15;24.08.2017;26.08.2017;291;31;40;249,80;25;1;1;3;;;;
20;28.08.2017;31.08.2017;260;50;36;249,80;23;4;0;4;;;;
14;05.09.2017;07.09.2017;155;12;34;261,76;25;2;0;3;;;;
24;05.09.2017;06.09.2017;246;25;41;261,76;23;0;0;2;;;;
24;05.09.2017;06.09.2017;246;25;41;261,76;23;0;0;2;;;;
34;05.09.2017;08.09.2017;118;10;37;261,76;28;0;0;4;;;;
15;07.09.2017;09.09.2017;291;31;40;261,76;25;1;1;3;;;;
22;08.09.2017;16.09.2017;179;26;30;261,76;19;0;0;9;;;;
33;08.09.2017;09.09.2017;248;25;47;261,76;32;2;1;2;;;;
3;11.09.2017;15.09.2017;179;51;38;261,76;31;0;0;5;;;;
28;13.09.2017;14.09.2017;225;26;28;261,76;24;1;2;2;;;;
22;18.09.2017;20.09.2017;179;26;30;261,76;19;0;0;3;;;;
13;19.09.2017;27.09.2017;369;17;31;261,76;25;3;0;9;;;;
10;26.09.2017;04.10.2017;361;52;28;261,76;27;1;4;9;;;;
32;05.10.2017;06.10.2017;289;48;49;284,85;36;0;2;2;;;;
25;05.10.2017;08.10.2017;235;16;32;284,85;25;0;0;4;;;;
24;06.10.2017;14.10.2017;246;25;41;284,85;23;0;0;9;;;;
32;11.10.2017;14.10.2017;289;48;49;284,85;36;0;2;4;;;;
15;11.10.2017;13.10.2017;291;31;40;284,85;25;1;1;3;;;;
34;17.10.2017;19.10.2017;118;10;37;284,85;28;0;0;3;;;;
32;19.10.2017;21.10.2017;289;48;49;284,85;36;0;2;3;;;;
15;20.10.2017;21.10.2017;291;31;40;284,85;25;1;1;2;;;;
28;24.10.2017;26.10.2017;225;26;28;284,85;24;1;2;3;;;;
13;24.10.2017;01.11.2017;369;17;31;284,85;25;3;0;9;;;;
13;24.10.2017;27.10.2017;369;17;31;284,85;25;3;0;4;;;;
28;24.10.2017;28.10.2017;225;26;28;284,85;24;1;2;5;;;;
13;24.10.2017;01.11.2017;369;17;31;284,85;25;3;0;9;;;;
9;25.10.2017;26.10.2017;228;14;58;284,85;22;2;1;2;;;;
15;25.10.2017;26.10.2017;291;31;40;284,85;25;1;1;2;;;;
3;25.10.2017;28.10.2017;179;51;38;284,85;31;0;0;4;;;;
13;26.10.2017;03.11.2017;369;17;31;284,85;25;3;0;9;;;;
28;26.10.2017;27.10.2017;225;26;28;284,85;24;1;2;2;;;;
13;27.10.2017;04.11.2017;369;17;31;284,85;25;3;0;9;;;;
28;27.10.2017;30.10.2017;225;26;28;284,85;24;1;2;4;;;;
28;29.10.2017;29.10.2017;225;26;28;284,85;24;1;2;1;;;;
25;29.10.2017;06.11.2017;235;16;32;284,85;25;0;0;9;;;;
33;29.10.2017;06.11.2017;248;25;47;284,85;32;2;1;9;;;;
6;29.10.2017;06.11.2017;189;29;33;284,85;25;2;2;9;;;;
28;31.10.2017;03.11.2017;225;26;28;284,85;24;1;2;4;;;;
3;07.11.2017;08.11.2017;179;51;38;268,52;31;0;0;2;;;;
18;08.11.2017;02.12.2017;330;16;28;268,52;25;0;0;25;;;;
34;08.11.2017;11.11.2017;118;10;37;268,52;28;0;0;4;;;;
3;10.11.2017;11.11.2017;179;51;38;268,52;31;0;0;2;;;;
34;14.11.2017;22.11.2017;118;10;37;268,52;28;0;0;9;;;;
11;15.11.2017;23.11.2017;289;36;33;268,52;30;2;1;9;;;;
25;17.11.2017;25.11.2017;235;16;32;268,52;25;0;0;9;;;;
28;17.11.2017;21.11.2017;225;26;28;268,52;24;1;2;5;;;;
10;21.11.2017;29.11.2017;361;52;28;268,52;27;1;4;9;;;;
15;22.11.2017;24.11.2017;291;31;40;268,52;25;1;1;3;;;;
34;23.11.2017;25.11.2017;118;10;37;268,52;28;0;0;3;;;;
28;23.11.2017;26.11.2017;225;26;28;268,52;24;1;2;4;;;;
28;24.11.2017;26.11.2017;225;26;28;268,52;24;1;2;3;;;;
13;24.11.2017;02.12.2017;369;17;31;268,52;25;3;0;9;;;;
34;27.11.2017;05.12.2017;118;10;37;268,52;28;0;0;9;;;;
3;27.11.2017;28.11.2017;179;51;38;268,52;31;0;0;2;;;;
10;27.11.2017;29.11.2017;361;52;28;268,52;27;1;4;3;;;;
15;28.11.2017;28.11.2017;291;31;40;268,52;25;1;1;1;;;;
34;28.11.2017;06.12.2017;118;10;37;268,52;28;0;0;9;;;;
28;28.11.2017;30.11.2017;225;26;28;268,52;24;1;2;3;;;;
11;29.11.2017;29.11.2017;289;36;33;268,52;30;2;1;1;;;;
5;30.11.2017;30.11.2017;235;20;43;268,52;38;1;0;1;;;;
33;30.11.2017;04.12.2017;248;25;47;268,52;32;2;1;5;;;;
3;05.12.2017;06.01.2018;179;51;38;280,55;31;0;0;33;;;;
28;06.12.2017;09.12.2017;225;26;28;280,55;24;1;2;4;;;;
15;06.12.2017;07.12.2017;291;31;40;280,55;25;1;1;2;;;;
22;08.12.2017;09.12.2017;179;26;30;280,55;19;0;0;2;;;;
28;08.12.2017;11.12.2017;225;26;28;280,55;24;1;2;4;;;;
28;13.12.2017;16.12.2017;225;26;28;280,55;24;1;2;4;;;;
10;14.12.2017;18.12.2017;361;52;28;280,55;27;1;4;5;;;;
17;15.12.2017;17.12.2017;179;22;40;280,55;22;2;0;3;;;;
5;15.12.2017;23.12.2017;235;20;43;280,55;38;1;0;9;;;;
12;18.12.2017;26.12.2017;233;51;31;280,55;21;1;8;9;;;;
28;18.12.2017;20.12.2017;225;26;28;280,55;24;1;2;3;;;;
22;19.12.2017;04.01.2018;179;26;30;280,55;19;0;0;17;;;;
14;19.12.2017;09.03.2018;155;12;34;280,55;25;2;0;81;;;;
28;19.12.2017;21.12.2017;225;26;28;280,55;24;1;2;3;;;;
28;21.12.2017;24.12.2017;225;26;28;280,55;24;1;2;4;;;;
22;01.01.2018;25.01.2018;179;26;30;313,53;19;0;0;25;;;;
22;04.01.2018;20.01.2018;179;26;30;313,53;19;0;0;17;;;;
17;04.01.2018;06.01.2018;179;22;40;313,53;22;2;0;3;;;;
17;05.01.2018;07.01.2018;179;22;40;313,53;22;2;0;3;;;;
22;08.01.2018;11.01.2018;179;26;30;313,53;19;0;0;4;;;;
17;10.01.2018;12.01.2018;179;22;40;313,53;22;2;0;3;;;;
32;11.01.2018;19.01.2018;289;48;49;313,53;36;0;2;9;;;;
17;12.01.2018;15.01.2018;179;22;40;313,53;22;2;0;4;;;;
22;15.01.2018;17.01.2018;179;26;30;313,53;19;0;0;3;;;;
14;16.01.2018;24.01.2018;155;12;34;313,53;25;2;0;9;;;;
11;17.01.2018;25.01.2018;289;36;33;313,53;30;2;1;9;;;;
22;17.01.2018;19.01.2018;179;26;30;313,53;19;0;0;3;;;;
3;17.01.2018;20.01.2018;179;51;38;313,53;31;0;0;4;;;;
3;18.01.2018;21.01.2018;179;51;38;313,53;31;0;0;4;;;;
3;26.01.2018;28.01.2018;179;51;38;313,53;31;0;0;3;;;;
3;06.02.2018;14.02.2018;179;51;38;264,25;31;0;0;9;;;;
28;06.02.2018;09.02.2018;225;26;28;264,25;24;1;2;4;;;;
33;07.02.2018;15.02.2018;248;25;47;264,25;32;2;1;9;;;;
3;07.02.2018;09.02.2018;179;51;38;264,25;31;0;0;3;;;;
3;08.02.2018;10.02.2018;179;51;38;264,25;31;0;0;3;;;;
22;08.02.2018;10.02.2018;179;26;30;264,25;19;0;0;3;;;;
28;08.02.2018;11.02.2018;225;26;28;264,25;24;1;2;4;;;;
3;09.02.2018;11.02.2018;179;51;38;264,25;31;0;0;3;;;;
29;09.02.2018;11.02.2018;225;15;41;264,25;28;2;2;3;;;;
12;12.02.2018;14.02.2018;233;51;31;264,25;21;1;8;3;;;;
3;12.02.2018;14.02.2018;179;51;38;264,25;31;0;0;3;;;;
28;13.02.2018;21.02.2018;225;26;28;264,25;24;1;2;9;;;;
3;14.02.2018;17.02.2018;179;51;38;264,25;31;0;0;4;;;;
22;15.02.2018;17.02.2018;179;26;30;264,25;19;0;0;3;;;;
28;15.02.2018;18.02.2018;225;26;28;264,25;24;1;2;4;;;;
3;15.02.2018;18.02.2018;179;51;38;264,25;31;0;0;4;;;;
17;16.02.2018;18.02.2018;179;22;40;264,25;22;2;0;3;;;;
3;16.02.2018;19.02.2018;179;51;38;264,25;31;0;0;4;;;;
12;21.02.2018;24.02.2018;233;51;31;264,25;21;1;8;4;;;;
22;21.02.2018;23.02.2018;179;26;30;264,25;19;0;0;3;;;;
3;21.02.2018;23.02.2018;179;51;38;264,25;31;0;0;3;;;;
3;22.02.2018;02.03.2018;179;51;38;264,25;31;0;0;9;;;;
3;22.02.2018;24.02.2018;179;51;38;264,25;31;0;0;3;;;;
25;23.02.2018;25.02.2018;235;16;32;264,25;25;0;0;3;;;;
3;23.02.2018;25.02.2018;179;51;38;264,25;31;0;0;3;;;;
28;26.02.2018;28.02.2018;225;26;28;264,25;24;1;2;3;;;;
14;26.02.2018;03.03.2018;155;12;34;264,25;25;2;0;6;;;;
25;26.02.2018;01.03.2018;235;16;32;264,25;25;0;0;4;;;;
3;26.02.2018;28.02.2018;179;51;38;264,25;31;0;0;3;;;;
33;27.02.2018;01.03.2018;248;25;47;264,25;32;2;1;3;;;;
28;27.02.2018;01.03.2018;225;26;28;264,25;24;1;2;3;;;;
3;27.02.2018;01.03.2018;179;51;38;264,25;31;0;0;3;;;;
3;28.02.2018;02.03.2018;179;51;38;264,25;31;0;0;3;;;;
33;05.03.2018;07.03.2018;248;25;47;222,20;32;2;1;3;;;;
3;05.03.2018;07.03.2018;179;51;38;222,20;31;0;0;3;;;;
9;06.03.2018;26.06.2018;228;14;58;222,20;22;2;1;113;;;;
9;06.03.2018;09.03.2018;228;14;58;222,20;22;2;1;4;;;;
33;06.03.2018;09.03.2018;248;25;47;222,20;32;2;1;4;;;;
3;07.03.2018;09.03.2018;179;51;38;222,20;31;0;0;3;;;;
28;08.03.2018;10.03.2018;225;26;28;222,20;24;1;2;3;;;;
28;08.03.2018;10.03.2018;225;26;28;222,20;24;1;2;3;;;;
3;08.03.2018;11.03.2018;179;51;38;222,20;31;0;0;4;;;;
22;09.03.2018;12.03.2018;179;26;30;222,20;19;0;0;4;;;;
10;12.03.2018;20.03.2018;361;52;28;222,20;27;1;4;9;;;;
25;12.03.2018;15.03.2018;235;16;32;222,20;25;0;0;4;;;;
3;13.03.2018;21.03.2018;179;51;38;222,20;31;0;0;9;;;;
3;14.03.2018;16.03.2018;179;51;38;222,20;31;0;0;3;;;;
3;15.03.2018;18.03.2018;179;51;38;222,20;31;0;0;4;;;;
22;16.03.2018;18.03.2018;179;26;30;222,20;19;0;0;3;;;;
28;19.03.2018;27.03.2018;225;26;28;222,20;24;1;2;9;;;;
3;19.03.2018;23.03.2018;179;51;38;222,20;31;0;0;5;;;;
33;19.03.2018;21.03.2018;248;25;47;222,20;32;2;1;3;;;;
3;19.03.2018;22.03.2018;179;51;38;222,20;31;0;0;4;;;;
3;20.03.2018;22.03.2018;179;51;38;222,20;31;0;0;3;;;;
11;21.03.2018;29.03.2018;289;36;33;222,20;30;2;1;9;;;;
9;21.03.2018;23.03.2018;228;14;58;222,20;22;2;1;3;;;;
3;21.03.2018;23.03.2018;179;51;38;222,20;31;0;0;3;;;;
33;22.03.2018;25.03.2018;248;25;47;222,20;32;2;1;4;;;;
3;22.03.2018;25.03.2018;179;51;38;222,20;31;0;0;4;;;;
22;23.03.2018;25.03.2018;179;26;30;222,20;19;0;0;3;;;;
3;23.03.2018;26.03.2018;179;51;38;222,20;31;0;0;4;;;;
22;26.03.2018;28.03.2018;179;26;30;222,20;19;0;0;3;;;;
11;26.03.2018;08.07.2018;289;36;33;222,20;30;2;1;105;;;;
3;27.03.2018;30.03.2018;179;51;38;222,20;31;0;0;4;;;;
14;28.03.2018;21.04.2018;155;12;34;222,20;25;2;0;25;;;;
13;28.03.2018;05.04.2018;369;17;31;222,20;25;3;0;9;;;;
16;28.03.2018;05.04.2018;118;15;46;222,20;25;2;0;9;;;;
3;28.03.2018;31.03.2018;179;51;38;222,20;31;0;0;4;;;;
3;29.03.2018;01.04.2018;179;51;38;222,20;31;0;0;4;;;;
34;02.04.2018;10.04.2018;118;10;37;246,29;28;0;0;9;;;;
28;02.04.2018;10.04.2018;225;26;28;246,29;24;1;2;9;;;;
10;03.04.2018;11.04.2018;361;52;28;246,29;27;1;4;9;;;;
33;04.04.2018;12.04.2018;248;25;47;246,29;32;2;1;9;;;;
6;05.04.2018;13.04.2018;189;29;33;246,29;25;2;2;9;;;;
22;06.04.2018;08.04.2018;179;26;30;246,29;19;0;0;3;;;;
13;09.04.2018;03.05.2018;369;17;31;246,29;25;3;0;25;;;;
17;10.04.2018;12.04.2018;179;22;40;246,29;22;2;0;3;;;;
36;10.04.2018;13.04.2018;118;13;50;246,29;31;1;0;4;;;;
10;10.04.2018;12.04.2018;361;52;28;246,29;27;1;4;3;;;;
34;11.04.2018;13.04.2018;118;10;37;246,29;28;0;0;3;;;;
1;13.04.2018;21.04.2018;235;11;37;246,29;29;1;1;9;;;;
22;13.04.2018;15.04.2018;179;26;30;246,29;19;0;0;3;;;;
28;16.04.2018;24.04.2018;225;26;28;246,29;24;1;2;9;;;;
25;17.04.2018;20.04.2018;235;16;32;246,29;25;0;0;4;;;;
22;20.04.2018;22.04.2018;179;26;30;246,29;19;0;0;3;;;;
14;24.04.2018;28.04.2018;155;12;34;246,29;25;2;0;5;;;;
36;26.04.2018;28.04.2018;118;13;50;246,29;31;1;0;3;;;;
28;26.04.2018;04.05.2018;225;26;28;246,29;24;1;2;9;;;;
22;27.04.2018;29.04.2018;179;26;30;246,29;19;0;0;3;;;;
1;07.05.2018;15.05.2018;235;11;37;237,66;29;1;1;9;;;;
34;09.05.2018;12.05.2018;118;10;37;237,66;28;0;0;4;;;;
29;09.05.2018;12.05.2018;225;15;41;237,66;28;2;2;4;;;;
5;09.05.2018;17.05.2018;235;20;43;237,66;38;1;0;9;;;;
25;09.05.2018;11.05.2018;235;16;32;237,66;25;0;0;3;;;;
22;10.05.2018;11.05.2018;179;26;30;237,66;19;0;0;2;;;;
29;10.05.2018;18.05.2018;225;15;41;237,66;28;2;2;9;;;;
15;10.05.2018;12.05.2018;291;31;40;237,66;25;1;1;3;;;;
26;11.05.2018;14.07.2018;300;26;43;237,66;25;2;1;65;;;;
29;11.05.2018;19.05.2018;225;15;41;237,66;28;2;2;9;;;;
22;11.05.2018;13.05.2018;179;26;30;237,66;19;0;0;3;;;;
36;14.05.2018;16.05.2018;118;13;50;237,66;31;1;0;3;;;;
36;15.05.2018;15.05.2018;118;13;50;237,66;31;1;0;1;;;;
36;15.05.2018;18.05.2018;118;13;50;237,66;31;1;0;4;;;;
34;15.05.2018;16.05.2018;118;10;37;237,66;28;0;0;2;;;;
23;16.05.2018;16.05.2018;378;49;36;237,66;21;2;4;1;;;;
22;16.05.2018;18.05.2018;179;26;30;237,66;19;0;0;3;;;;
17;18.05.2018;19.05.2018;179;22;40;237,66;22;2;0;2;;;;
14;21.05.2018;08.07.2018;155;12;34;237,66;25;2;0;49;;;;
25;21.05.2018;29.05.2018;235;16;32;237,66;25;0;0;9;;;;
28;23.05.2018;26.05.2018;225;26;28;237,66;24;1;2;4;;;;
17;23.05.2018;31.05.2018;179;22;40;237,66;22;2;0;9;;;;
15;23.05.2018;31.05.2018;291;31;40;237,66;25;1;1;9;;;;
18;24.05.2018;01.06.2018;330;16;28;237,66;25;0;0;9;;;;
25;24.05.2018;26.05.2018;235;16;32;237,66;25;0;0;3;;;;
15;31.05.2018;02.06.2018;291;31;40;237,66;25;1;1;3;;;;
